State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Wisconsin,Other,1,Other,2019,196919122.739999,2093507.29,196919122.739999,2093507.29
Oregon,Other,1,Other,2020,273618221.910002,2270831.66,273618221.910002,2270831.66
Tennessee,Fraud,1,Fraud,2018,348224707.170025,5033149.27000002,348224707.170025,5033149.27000002
Arkansas,Fraud,3,Fraud,2019,665445943.337642,3649949.94,665445943.337642,3649949.94
Arizona,Fraud,3,Fraud,2019,665445943.337642,11637779.19,665445943.337642,11637779.19
Nebraska,Other,1,Other,2018,122608613.55,395677.26,122608613.55,395677.26
Colorado,Other,1,Other,2022,211915621.62,2413337.34,211915621.62,2413337.34
West Virginia,IDT,2,Identity Theft,2018,0,0,0,0
Arkansas,Fraud,2,Fraud,2020,819552937.990118,2327921.71,819552937.990118,2327921.71
Puerto Rico,IDT,2,Identity Theft,2019,0,0,0,0
Colorado,Other,1,Other,2021,279256627.530002,4874491.7,279256627.530002,4874491.7
Illinois,Other,3,Other,2020,332376597.910007,10909104.05,332376597.910007,10909104.05
Kansas,Other,2,Other,2021,193273318.52,419740.12,193273318.52,419740.12
Mississippi,Fraud,2,Fraud,2021,1363092689.48017,6413212.13000001,1363092689.48017,6413212.13000001
Tennessee,Fraud,1,Fraud,2022,1691830157.70014,15579009.39,1691830157.70014,15579009.39
Kansas,Other,4,Other,2019,295265401.890004,780329.13,295265401.890004,780329.13
Maryland,Fraud,2,Fraud,2020,819552937.990118,13421020.0300001,819552937.990118,13421020.0300001
Mississippi,Fraud,3,Fraud,2019,665445943.337642,2279574.92,665445943.337642,2279574.92
Massachusetts,Fraud,4,Fraud,2021,1831379366.41022,35013818.0199999,1831379366.41022,35013818.0199999
Montana,Other,2,Other,2019,195488970.690001,164198.12,195488970.690001,164198.12
New Hampshire,Other,3,Other,2019,282964798.270002,545434.12,282964798.270002,545434.12
Florida,Other,1,Other,2021,279256627.530002,16453158.24,279256627.530002,16453158.24
Maryland,Fraud,1,Fraud,2022,1691830157.70014,19274806.15,1691830157.70014,19274806.15
Colorado,Other,1,Other,2020,273618221.910002,4466235.95,273618221.910002,4466235.95
Minnesota,Other,4,Other,2018,198059364.600001,3069898.8,198059364.600001,3069898.8
North Dakota,Fraud,4,Fraud,2020,1003279528.43026,741199.61,1003279528.43026,741199.61
Alaska,Other,4,Other,2020,330804770.270009,234197.76,330804770.270009,234197.76
Maryland,Other,3,Other,2020,332376597.910007,6000662.69000001,332376597.910007,6000662.69000001
Puerto Rico,Fraud,3,Fraud,2020,890919586.840231,2703980.31,890919586.840231,2703980.31
South Carolina,Fraud,1,Fraud,2018,348224707.170025,2602283.31000001,348224707.170025,2602283.31000001
Idaho,Fraud,1,Fraud,2020,731467189.080063,1748796.55,731467189.080063,1748796.55
Arizona,Fraud,1,Fraud,2019,508677995.648923,9901590.93000002,508677995.648923,9901590.93000002
Florida,Other,2,Other,2018,193419326.630001,13684614.78,193419326.630001,13684614.78
Minnesota,Fraud,2,Fraud,2018,436359324.65002,3748500.41000001,436359324.65002,3748500.41000001
Georgia,Fraud,1,Fraud,2020,731467189.080063,16540794.11,731467189.080063,16540794.11
Hawaii,Other,2,Other,2019,195488970.690001,521502.93,195488970.690001,521502.93
Montana,Fraud,2,Fraud,2019,602374374.655126,754472.89,602374374.655126,754472.89
Illinois,Other,4,Other,2021,198243503.149999,3774692.6,198243503.149999,3774692.6
Mississippi,Other,4,Other,2020,330804770.270009,1259611.94,330804770.270009,1259611.94
Wisconsin,Other,2,Other,2018,193419326.630001,1506327.93,193419326.630001,1506327.93
Iowa,Other,4,Other,2021,198243503.149999,535476.54,198243503.149999,535476.54
Kansas,Fraud,2,Fraud,2021,1363092689.48017,3084266.75,1363092689.48017,3084266.75
Nebraska,Fraud,1,Fraud,2018,348224707.170025,954669.85,348224707.170025,954669.85
New Mexico,Fraud,3,Fraud,2018,434213799.69002,4184798.57,434213799.69002,4184798.57
Puerto Rico,Fraud,2,Fraud,2018,436359324.65002,528277.67,436359324.65002,528277.67
Oklahoma,Fraud,2,Fraud,2021,1363092689.48017,6318912.08000001,1363092689.48017,6318912.08000001
Delaware,Fraud,4,Fraud,2021,1831379366.41022,4294289.38,1831379366.41022,4294289.38
North Carolina,Other,2,Other,2020,280093545.500005,6797314.26000001,280093545.500005,6797314.26000001
Florida,Other,4,Other,2019,295265401.890004,18131857.2,295265401.890004,18131857.2
Washington,Fraud,2,Fraud,2019,602374374.655126,12445352.37,602374374.655126,12445352.37
California,Other,4,Other,2018,198059364.600001,20901661.22,198059364.600001,20901661.22
Maine,Fraud,1,Fraud,2020,731467189.080063,1473740.59,731467189.080063,1473740.59
Michigan,Fraud,1,Fraud,2020,731467189.080063,14794743.19,731467189.080063,14794743.19
Missouri,Fraud,1,Fraud,2022,1691830157.70014,15349047.75,1691830157.70014,15349047.75
New Jersey,Fraud,4,Fraud,2018,397093881.427538,8389962.31000004,397093881.427538,8389962.31000004
Iowa,Fraud,1,Fraud,2018,348224707.170025,1241270.65,348224707.170025,1241270.65
Massachusetts,Fraud,1,Fraud,2020,731467189.080063,12493215.29,731467189.080063,12493215.29
Maine,Other,4,Other,2021,198243503.149999,176352.68,198243503.149999,176352.68
Texas,Other,2,Other,2018,193419326.630001,18714539.77,193419326.630001,18714539.77
Connecticut,Fraud,1,Fraud,2018,348224707.170025,1651209.79,348224707.170025,1651209.79
California,Fraud,2,Fraud,2018,436359324.65002,49564343.6700003,436359324.65002,49564343.6700003
Texas,Other,2,Other,2020,280093545.500005,21201575.23,280093545.500005,21201575.23
Iowa,Other,3,Other,2018,229059946.16,623034.37,229059946.16,623034.37
Georgia,Other,1,Other,2019,196919122.739999,7246489.24000001,196919122.739999,7246489.24000001
South Dakota,Other,3,Other,2018,229059946.16,111580.4,229059946.16,111580.4
Kansas,Other,4,Other,2020,330804770.270009,2123658.08,330804770.270009,2123658.08
New Hampshire,Other,3,Other,2020,332376597.910007,1565882.3,332376597.910007,1565882.3
Michigan,Fraud,2,Fraud,2020,819552937.990118,15490172.0700001,819552937.990118,15490172.0700001
Indiana,Other,4,Other,2019,295265401.890004,3623490.02000001,295265401.890004,3623490.02000001
Georgia,Fraud,2,Fraud,2019,602374374.655126,11684637.55,602374374.655126,11684637.55
Kentucky,Other,1,Other,2021,279256627.530002,1220899.93,279256627.530002,1220899.93
Ohio,Other,2,Other,2019,195488970.690001,4806782.65,195488970.690001,4806782.65
West Virginia,Fraud,3,Fraud,2020,890919586.840231,3168201.36000001,890919586.840231,3168201.36000001
Mississippi,Fraud,4,Fraud,2020,1003279528.43026,3665144.37000002,1003279528.43026,3665144.37000002
Connecticut,Other,2,Other,2020,280093545.500005,3345741.19,280093545.500005,3345741.19
Colorado,Fraud,3,Fraud,2019,665445943.337642,13178219.83,665445943.337642,13178219.83
Alabama,Other,4,Other,2018,198059364.600001,1527052.36,198059364.600001,1527052.36
Iowa,Fraud,3,Fraud,2018,434213799.69002,3238198.95,434213799.69002,3238198.95
Nevada,Fraud,1,Fraud,2022,1691830157.70014,15775934.97,1691830157.70014,15775934.97
Kentucky,Other,3,Other,2021,196990073.340001,689631.8,196990073.340001,689631.8
North Dakota,Fraud,3,Fraud,2020,890919586.840231,927366.55,890919586.840231,927366.55
Virginia,Fraud,1,Fraud,2020,731467189.080063,16191465.56,731467189.080063,16191465.56
Puerto Rico,Fraud,3,Fraud,2020,890919586.840231,2703980.31,890919586.840231,2703980.31
Arizona,Fraud,4,Fraud,2018,397093881.427538,7844669.06000002,397093881.427538,7844669.06000002
Rhode Island,Fraud,1,Fraud,2019,508677995.648923,486186.07,508677995.648923,486186.07
Ohio,Fraud,2,Fraud,2018,436359324.65002,7782952.77000005,436359324.65002,7782952.77000005
Montana,Other,3,Other,2020,332376597.910007,476194.96,332376597.910007,476194.96
Michigan,Fraud,3,Fraud,2019,665445943.337642,12083335.55,665445943.337642,12083335.55
Maine,Fraud,4,Fraud,2018,397093881.427538,795150.06,397093881.427538,795150.06
Georgia,Other,1,Other,2018,122608613.55,1894537.8,122608613.55,1894537.8
New York,Fraud,4,Fraud,2019,665563062.760347,35551334.1599998,665563062.760347,35551334.1599998
Oklahoma,IDT,3,Identity Theft,2018,0,0,0,0
Hawaii,Fraud,2,Fraud,2020,819552937.990118,3534578.26000001,819552937.990118,3534578.26000001
New Jersey,Other,3,Other,2019,282964798.270002,5126002.04000001,282964798.270002,5126002.04000001
Kansas,Fraud,2,Fraud,2020,819552937.990118,3517585.56000001,819552937.990118,3517585.56000001
New Mexico,Fraud,2,Fraud,2018,436359324.65002,3301458.31,436359324.65002,3301458.31
Kansas,IDT,1,Identity Theft,2019,0,0,0,0
New Jersey,Other,2,Other,2021,193273318.52,4847735.18,193273318.52,4847735.18
Oregon,Other,2,Other,2021,193273318.52,1750110.17,193273318.52,1750110.17
Tennessee,Fraud,4,Fraud,2021,1831379366.41022,18769263.88,1831379366.41022,18769263.88
New Jersey,Other,4,Other,2020,330804770.270009,7544430.33000002,330804770.270009,7544430.33000002
Tennessee,Fraud,3,Fraud,2021,1605525076.80025,15918723.7800001,1605525076.80025,15918723.7800001
Virginia,Fraud,4,Fraud,2021,1831379366.41022,39351735.0799999,1831379366.41022,39351735.0799999
Connecticut,Fraud,1,Fraud,2018,348224707.170025,1651209.79,348224707.170025,1651209.79
Connecticut,Fraud,3,Fraud,2020,890919586.840231,6049686.16000002,890919586.840231,6049686.16000002
Rhode Island,Fraud,1,Fraud,2019,508677995.648923,486186.07,508677995.648923,486186.07
North Carolina,Fraud,2,Fraud,2019,602374374.655126,13007275.57,602374374.655126,13007275.57
Alabama,Other,3,Other,2019,282964798.270002,1167564.04,282964798.270002,1167564.04
New York,Other,1,Other,2018,122608613.55,5902537.38,122608613.55,5902537.38
Montana,Other,2,Other,2021,193273318.52,84589.78,193273318.52,84589.78
California,Fraud,3,Fraud,2019,665445943.337642,74913424.14,665445943.337642,74913424.14
Florida,Other,3,Other,2021,196990073.340001,14217964.32,196990073.340001,14217964.32
Wyoming,Fraud,4,Fraud,2020,1003279528.43026,1005806.38,1003279528.43026,1005806.38
Alaska,Fraud,4,Fraud,2019,665563062.760347,1500188.91,665563062.760347,1500188.91
Montana,Fraud,3,Fraud,2020,890919586.840231,1721803.21,890919586.840231,1721803.21
Texas,Fraud,3,Fraud,2019,665445943.337642,42192324.9599996,665445943.337642,42192324.9599996
Virginia,Other,1,Other,2018,122608613.55,2017461.99,122608613.55,2017461.99
Kansas,Fraud,3,Fraud,2021,1605525076.80025,6484585.12000001,1605525076.80025,6484585.12000001
Pennsylvania,Other,1,Other,2018,122608613.55,3282395.33,122608613.55,3282395.33
Iowa,Fraud,3,Fraud,2021,1605525076.80025,4583009.42000001,1605525076.80025,4583009.42000001
Maryland,Other,4,Other,2020,330804770.270009,3958763.27000001,330804770.270009,3958763.27000001
Kentucky,Fraud,2,Fraud,2018,436359324.65002,2384143.6,436359324.65002,2384143.6
Kentucky,Fraud,3,Fraud,2019,665445943.337642,3576188.17,665445943.337642,3576188.17
Iowa,Other,1,Other,2021,279256627.530002,1024571.47,279256627.530002,1024571.47
Iowa,Other,3,Other,2020,332376597.910007,780504.68,332376597.910007,780504.68
Mississippi,Fraud,4,Fraud,2018,397093881.427538,2352541.82,397093881.427538,2352541.82
Texas,Fraud,2,Fraud,2019,602374374.655126,37203631.2699998,602374374.655126,37203631.2699998
California,Other,2,Other,2020,280093545.500005,36975226.81,280093545.500005,36975226.81
Minnesota,Fraud,3,Fraud,2019,665445943.337642,9540579.34000004,665445943.337642,9540579.34000004
Illinois,Other,3,Other,2020,332376597.910007,10909104.05,332376597.910007,10909104.05
Iowa,Fraud,3,Fraud,2020,890919586.840231,2927654.5,890919586.840231,2927654.5
Iowa,Other,3,Other,2018,229059946.16,623034.37,229059946.16,623034.37
California,Other,1,Other,2021,279256627.530002,33279741.2199998,279256627.530002,33279741.2199998
Montana,IDT,4,Identity Theft,2021,0,0,0,0
South Carolina,Fraud,1,Fraud,2021,1299670971.24025,11026384.05,1299670971.24025,11026384.05
Alaska,Fraud,1,Fraud,2018,348224707.170025,428423.87,348224707.170025,428423.87
Florida,Fraud,3,Fraud,2020,890919586.840231,48007481.9399994,890919586.840231,48007481.9399994
Pennsylvania,Fraud,1,Fraud,2021,1299670971.24025,30489404.8099999,1299670971.24025,30489404.8099999
Rhode Island,Other,4,Other,2018,198059364.600001,356590.56,198059364.600001,356590.56
Florida,Other,2,Other,2019,195488970.690001,12103352.12,195488970.690001,12103352.12
Kansas,Fraud,3,Fraud,2021,1605525076.80025,6484585.12000001,1605525076.80025,6484585.12000001
Minnesota,Fraud,2,Fraud,2018,436359324.65002,3748500.41000001,436359324.65002,3748500.41000001
New Jersey,Other,4,Other,2020,330804770.270009,7544430.33000002,330804770.270009,7544430.33000002
Wyoming,Fraud,2,Fraud,2021,1363092689.48017,2022720.12,1363092689.48017,2022720.12
Texas,Other,4,Other,2021,198243503.149999,12084538.71,198243503.149999,12084538.71
Montana,Other,3,Other,2018,229059946.16,290031.66,229059946.16,290031.66
Utah,Fraud,2,Fraud,2021,1363092689.48017,10843249.88,1363092689.48017,10843249.88
Virginia,Other,2,Other,2019,195488970.690001,4473507.85,195488970.690001,4473507.85
Michigan,Other,4,Other,2020,330804770.270009,4472562.62,330804770.270009,4472562.62
Maine,Other,3,Other,2021,196990073.340001,153290.5,196990073.340001,153290.5
Florida,Other,2,Other,2021,193273318.52,15623888.38,193273318.52,15623888.38
Connecticut,Other,2,Other,2020,280093545.500005,3345741.19,280093545.500005,3345741.19
Tennessee,Other,3,Other,2020,332376597.910007,4429569.94,332376597.910007,4429569.94
California,Other,2,Other,2018,193419326.630001,25846408.31,193419326.630001,25846408.31
Florida,Fraud,2,Fraud,2018,436359324.65002,26424161.3699998,436359324.65002,26424161.3699998
North Dakota,Fraud,1,Fraud,2022,1691830157.70014,1246832.64,1691830157.70014,1246832.64
Washington,Fraud,4,Fraud,2021,1831379366.41022,40635205.36,1831379366.41022,40635205.36
Pennsylvania,Fraud,1,Fraud,2021,1299670971.24025,30489404.8099999,1299670971.24025,30489404.8099999
Vermont,Other,4,Other,2019,295265401.890004,117987.98,295265401.890004,117987.98
Vermont,Fraud,3,Fraud,2019,665445943.337642,1122156.08,665445943.337642,1122156.08
Puerto Rico,Fraud,2,Fraud,2021,1363092689.48017,1404017.07,1363092689.48017,1404017.07
Maine,Other,3,Other,2018,229059946.16,506617.25,229059946.16,506617.25
Vermont,Fraud,4,Fraud,2018,397093881.427538,1054515.02,397093881.427538,1054515.02
Pennsylvania,Fraud,3,Fraud,2021,1605525076.80025,33393609.6199998,1605525076.80025,33393609.6199998
Vermont,IDT,1,Identity Theft,2020,0,0,0,0
Illinois,Other,4,Other,2018,198059364.600001,5172602.65000001,198059364.600001,5172602.65000001
Vermont,Fraud,4,Fraud,2018,397093881.427538,1054515.02,397093881.427538,1054515.02
Nebraska,Fraud,3,Fraud,2019,665445943.337642,1652878.51,665445943.337642,1652878.51
Puerto Rico,Other,4,Other,2018,198059364.600001,199845.96,198059364.600001,199845.96
Mississippi,Fraud,4,Fraud,2018,397093881.427538,2352541.82,397093881.427538,2352541.82
Maryland,Fraud,4,Fraud,2021,1831379366.41022,26660057.06,1831379366.41022,26660057.06
Massachusetts,Other,2,Other,2018,193419326.630001,1963852.55,193419326.630001,1963852.55
Hawaii,Fraud,2,Fraud,2021,1363092689.48017,4020240.5,1363092689.48017,4020240.5
Montana,Fraud,4,Fraud,2018,397093881.427538,820933.36,397093881.427538,820933.36
North Carolina,Fraud,4,Fraud,2020,1003279528.43026,20036442.31,1003279528.43026,20036442.31
Ohio,Fraud,3,Fraud,2019,665445943.337642,13507668.85,665445943.337642,13507668.85
Kansas,Fraud,1,Fraud,2018,348224707.170025,1962741.85,348224707.170025,1962741.85
Puerto Rico,Fraud,2,Fraud,2020,819552937.990118,1553723.83,819552937.990118,1553723.83
Massachusetts,Other,4,Other,2020,330804770.270009,6292356.84000001,330804770.270009,6292356.84000001
Nevada,Fraud,1,Fraud,2018,348224707.170025,2367447.71000001,348224707.170025,2367447.71000001
Indiana,Other,3,Other,2021,196990073.340001,1235765.93,196990073.340001,1235765.93
Arkansas,Fraud,3,Fraud,2019,665445943.337642,3649949.94,665445943.337642,3649949.94
New Mexico,Fraud,3,Fraud,2021,1605525076.80025,5148926.29000001,1605525076.80025,5148926.29000001
Nevada,Fraud,4,Fraud,2019,665563062.760347,6413781.09000001,665563062.760347,6413781.09000001
Virginia,Fraud,1,Fraud,2019,508677995.648923,12194198.62,508677995.648923,12194198.62
New Hampshire,Fraud,1,Fraud,2022,1691830157.70014,5534708.21,1691830157.70014,5534708.21
Florida,Other,4,Other,2020,330804770.270009,21343941.0399999,330804770.270009,21343941.0399999
Mississippi,Other,2,Other,2019,195488970.690001,723371.54,195488970.690001,723371.54
Maine,Fraud,4,Fraud,2021,1831379366.41022,2391421.8,1831379366.41022,2391421.8
Texas,Other,4,Other,2018,198059364.600001,23729536.64,198059364.600001,23729536.64
Kentucky,Other,1,Other,2019,196919122.739999,1243615.27,196919122.739999,1243615.27
Indiana,Other,1,Other,2020,273618221.910002,3411374.35,273618221.910002,3411374.35
Utah,Fraud,2,Fraud,2020,819552937.990118,4917353.76000001,819552937.990118,4917353.76000001
Michigan,Fraud,3,Fraud,2021,1605525076.80025,25557410.6199999,1605525076.80025,25557410.6199999
Alaska,Fraud,4,Fraud,2019,665563062.760347,1500188.91,665563062.760347,1500188.91
Rhode Island,Fraud,2,Fraud,2018,436359324.65002,1309117.77,436359324.65002,1309117.77
Louisiana,IDT,4,Identity Theft,2020,0,0,0,0
Minnesota,Fraud,4,Fraud,2020,1003279528.43026,10675571.1400001,1003279528.43026,10675571.1400001
Iowa,Other,3,Other,2020,332376597.910007,780504.68,332376597.910007,780504.68
Michigan,Other,3,Other,2020,332376597.910007,4643723.05000001,332376597.910007,4643723.05000001
California,Fraud,3,Fraud,2018,434213799.69002,40149675.66,434213799.69002,40149675.66
Arizona,Other,3,Other,2020,332376597.910007,8610974.96000001,332376597.910007,8610974.96000001
California,Other,2,Other,2021,193273318.52,24515952.71,193273318.52,24515952.71
Puerto Rico,Other,2,Other,2019,195488970.690001,212083.59,195488970.690001,212083.59
Florida,Fraud,2,Fraud,2019,602374374.655126,34214005.7399999,602374374.655126,34214005.7399999
Tennessee,Fraud,4,Fraud,2018,397093881.427538,3772664.62000001,397093881.427538,3772664.62000001
Delaware,Fraud,1,Fraud,2018,348224707.170025,443323.23,348224707.170025,443323.23
Oregon,Fraud,1,Fraud,2020,731467189.080063,5638686.65000002,731467189.080063,5638686.65000002
South Carolina,Fraud,2,Fraud,2021,1363092689.48017,11986430.5,1363092689.48017,11986430.5
Wyoming,Fraud,1,Fraud,2021,1299670971.24025,2226447.15,1299670971.24025,2226447.15
Pennsylvania,Fraud,4,Fraud,2020,1003279528.43026,21110159.24,1003279528.43026,21110159.24
Connecticut,Other,1,Other,2019,196919122.739999,2553890.73,196919122.739999,2553890.73
Montana,Other,2,Other,2018,193419326.630001,218758.15,193419326.630001,218758.15
