State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Arizona,1,2020,12745,175.099540207,7278717,12745
Michigan,2,2020,19785,198.110376468,9986857,19785
Tennessee,4,2020,18160,265.917957282,6829174,18160
New Jersey,1,2019,14368,161.761907818,8882190,14368
West Virginia,4,2018,2567,143.236018028,1792147,0
Maryland,4,2020,17938,296.707731802,6045680,0
Utah,3,2021,6702,209.048278237,3205958,6702
Texas,4,2020,70004,241.427394463,28995881,70004
Indiana,3,2021,14335,212.931278676,6732219,14335
District of Columbia,3,2018,2083,295.147424934,705749,2083
Iowa,4,2020,4748,150.487944800,3155070,4748
Connecticut,1,2020,6165,172.917355601,3565287,6165
Arkansas,2,2019,4560,151.103252564,3017804,4560
Massachusetts,1,2021,21023,305.012562200,6892503,21023
Indiana,3,2020,12587,186.966585609,6732219,12587
Wyoming,4,2021,891,153.950089761,578759,891
New Hampshire,4,2019,2029,149.222886334,1359711,2029
Idaho,3,2018,2593,145.098247685,1787065,2593
Kentucky,2,2019,7045,157.688353646,4467673,7045
District of Columbia,3,2019,2336,330.995863969,705749,2336
Iowa,1,2018,3443,109.125946492,3155070,3443
North Dakota,1,2019,790,103.666105907,762062,790
Connecticut,4,2019,5721,160.463940210,3565287,5721
Rhode Island,1,2022,1977,186.621935299,1059361,1977
New Hampshire,1,2022,2363,173.786929723,1359711,2363
Massachusetts,1,2020,10607,153.891844516,6892503,10607
Kentucky,1,2019,6041,135.215804738,4467673,6041
Minnesota,2,2018,7517,133.288838704,5639632,7517
New Jersey,3,2020,22338,251.492030682,8882190,22338
Kansas,4,2020,8220,282.152902159,2913314,8220
New Mexico,4,2021,3735,178.126113288,2096829,0
Oklahoma,1,2022,5864,148.194161645,3956971,5864
Arizona,3,2021,20775,285.421180683,7278717,20775
North Carolina,1,2022,21909,208.894207941,10488084,21909
Ohio,4,2021,23619,202.060038840,11689100,23619
Idaho,2,2019,2812,157.352978207,1787065,2812
Minnesota,4,2019,7924,140.505621643,5639632,7924
South Carolina,2,2019,10049,195.174950483,5148714,10049
Alabama,2,2019,9073,185.042987364,4903185,9073
Montana,4,2019,1380,129.119424240,1068778,1380
Pennsylvania,4,2021,33282,259.975227287,12801989,33282
Tennessee,3,2021,21977,321.810514712,6829174,21977
Tennessee,1,2020,12699,185.952210326,6829174,12699
Connecticut,2,2018,5776,162.006593018,3565287,5776
Mississippi,3,2019,4706,158.123803613,2976149,4706
Puerto Rico,4,2018,821,25.706908677,3193694,821
Missouri,1,2022,11023,179.602921615,6137428,11023
Connecticut,2,2019,6274,175.974612983,3565287,6274
Louisiana,4,2018,6882,148.038394474,4648794,6882
Missouri,4,2020,14355,233.892764200,6137428,14355
Rhode Island,4,2020,2585,244.015024151,1059361,0
Utah,3,2020,6471,201.842943669,3205958,6471
Alabama,3,2019,9359,190.875930645,4903185,9359
Florida,1,2022,62645,291.674118181,21477737,62645
Nebraska,2,2019,2764,142.886092282,1934408,2764
Wyoming,4,2018,716,123.712978977,578759,716
Illinois,2,2018,19834,156.520519032,12671821,19834
Wisconsin,2,2021,12068,207.267270011,5822434,12068
California,4,2020,87759,222.105954403,39512223,87759
South Dakota,1,2020,914,103.316645171,884659,914
Arkansas,1,2018,3867,128.139534575,3017804,3867
Utah,3,2020,6471,201.842943669,3205958,6471
Vermont,4,2018,830,133.015165331,623989,0
Nebraska,3,2019,2825,146.039511830,1934408,2825
Kentucky,1,2020,6867,153.704176649,4467673,6867
Mississippi,4,2019,3841,129.059398572,2976149,3841
Idaho,4,2019,2255,126.184554003,1787065,2255
District of Columbia,2,2019,2281,323.202725048,705749,2281
Utah,2,2020,6377,198.910902763,3205958,6377
South Dakota,2,2019,955,107.951199276,884659,955
Nebraska,2,2021,3401,175.816063623,1934408,3401
Nebraska,1,2018,2150,111.145115198,1934408,2150
Minnesota,3,2018,8125,144.069683979,5639632,8125
Vermont,4,2019,800,128.207388271,623989,800
Tennessee,2,2020,15891,232.692855681,6829174,15891
Mississippi,3,2020,6200,208.322903188,2976149,6200
Maryland,1,2018,11547,190.995884665,6045680,0
North Dakota,4,2021,882,115.738614443,762062,882
Virginia,1,2020,16641,194.961782640,8535519,16641
Georgia,2,2021,39779,374.657767709,10617423,39779
Colorado,1,2018,10464,181.706541158,5758736,10464
Mississippi,3,2018,4154,139.576345136,2976149,4154
South Carolina,4,2019,9198,178.646551352,5148714,9198
Wyoming,3,2019,832,143.755863840,578759,832
Ohio,3,2018,20154,172.417038095,11689100,20154
Alabama,1,2020,8072,164.627685882,4903185,8072
Alabama,1,2020,8072,164.627685882,4903185,8072
North Carolina,2,2020,23052,219.792289993,10488084,23052
Nebraska,2,2019,2764,142.886092282,1934408,2764
Colorado,2,2018,10673,185.335809803,5758736,10673
West Virginia,4,2021,3047,170.019535228,1792147,3047
Iowa,1,2018,3443,109.125946492,3155070,3443
California,3,2019,71475,180.893390888,39512223,71475
Utah,2,2021,6880,214.600440804,3205958,6880
Hawaii,1,2022,2405,169.859987343,1415872,2405
Kansas,2,2021,5848,200.733597546,2913314,5848
Tennessee,1,2018,12037,176.258505055,6829174,12037
Texas,1,2020,47106,162.457557334,28995881,47106
South Dakota,1,2018,772,87.265262661,884659,772
Wisconsin,2,2018,7455,128.039235825,5822434,7455
Louisiana,2,2018,7265,156.277090359,4648794,7265
Arkansas,2,2018,3982,131.950252568,3017804,3982
Oklahoma,1,2018,5201,131.438921337,3956971,0
Missouri,2,2021,15181,247.351170555,6137428,15181
Alaska,2,2018,1010,138.063960522,731545,1010
Washington,3,2019,16154,212.136926940,7614893,16154
Montana,3,2018,1746,163.364141103,1068778,1746
South Carolina,4,2018,9814,190.610703954,5148714,9814
Louisiana,2,2018,7265,156.277090359,4648794,7265
Delaware,1,2018,2000,205.388574644,973764,2000
Nebraska,3,2019,2825,146.039511830,1934408,2825
Arkansas,2,2018,3982,131.950252568,3017804,3982
Tennessee,4,2019,10870,159.170054827,6829174,10870
Kansas,1,2019,3976,136.476878222,2913314,3976
Nebraska,2,2020,3075,158.963362434,1934408,3075
Florida,2,2021,80027,372.604432208,21477737,80027
North Dakota,3,2019,800,104.978335096,762062,800
Utah,3,2018,4298,134.062891654,3205958,4298
Illinois,1,2019,19138,151.028017204,12671821,19138
Pennsylvania,4,2018,19324,150.945294516,12801989,19324
New York,4,2019,31706,162.983013753,19453561,31706
Kansas,2,2021,5848,200.733597546,2913314,5848
Kansas,4,2018,4054,139.154241527,2913314,4054
Maryland,1,2019,11833,195.726535311,6045680,11833
Georgia,1,2022,31987,301.268961404,10617423,31987
Wyoming,1,2020,783,135.289472820,578759,0
Connecticut,1,2019,5560,155.948174719,3565287,5560
Georgia,4,2020,31130,293.197322929,10617423,31130
Tennessee,1,2018,12037,176.258505055,6829174,12037
Utah,4,2020,5880,183.408516269,3205958,5880
Washington,3,2021,19394,254.685128209,7614893,19394
Pennsylvania,1,2021,45333,354.109037275,12801989,45333
Puerto Rico,3,2020,1702,53.292519571,3193694,1702
Nebraska,3,2021,3243,167.648190041,1934408,3243
Utah,4,2020,5880,183.408516269,3205958,5880
Kentucky,1,2022,7485,167.536881056,4467673,7485
New Mexico,3,2019,3709,176.886145699,2096829,0
District of Columbia,1,2019,1883,266.808737951,705749,1883
Louisiana,1,2020,6849,147.328532949,4648794,6849
Montana,4,2021,1822,170.475065916,1068778,1822
Tennessee,1,2022,13878,203.216377266,6829174,13878
Utah,3,2019,5418,168.997847133,3205958,5418
Maryland,2,2020,17240,285.162297707,6045680,17240
North Dakota,3,2021,1066,139.883631516,762062,1066
California,1,2018,64431,163.065996059,39512223,64431
Mississippi,4,2020,5768,193.807500901,2976149,5768
Massachusetts,3,2020,15198,220.500448096,6892503,15198
Ohio,1,2022,21749,186.062228914,11689100,21749
Alabama,3,2018,9470,193.139765275,4903185,0
Alabama,2,2019,9073,185.042987364,4903185,0
Nevada,4,2018,6168,200.249597748,3080156,6168
Hawaii,2,2018,1771,125.081928310,1415872,1771
Delaware,1,2021,3822,392.497566145,973764,3822
Alaska,4,2021,1378,188.368453069,731545,1378
Arizona,2,2020,17491,240.303339174,7278717,17491
Massachusetts,2,2018,9769,141.733706899,6892503,9769
Missouri,4,2018,10056,163.847135966,6137428,10056
Alabama,3,2021,15075,307.453216634,4903185,15075
Oklahoma,3,2021,7923,200.228912469,3956971,7923
Louisiana,4,2020,9730,209.301595209,4648794,9730
Rhode Island,1,2020,1592,150.279272127,1059361,1592
Virginia,1,2018,14760,172.924458372,8535519,14760
Wisconsin,4,2020,11480,197.168400707,5822434,11480
Illinois,4,2019,19214,151.627773151,12671821,19214
New York,4,2020,51445,264.450297814,19453561,51445
Maryland,1,2021,25158,416.131849519,6045680,25158
Illinois,1,2020,20328,160.418932685,12671821,20328
Idaho,2,2019,2812,157.352978207,1787065,2812
New York,3,2020,49583,254.878785432,19453561,49583
North Carolina,3,2021,28870,275.264767140,10488084,28870
Massachusetts,2,2018,9769,141.733706899,6892503,9769
Washington,4,2018,10655,139.923174232,7614893,10655
South Dakota,2,2019,955,107.951199276,884659,955
Kansas,2,2020,4760,163.387811956,2913314,4760
Florida,4,2019,47451,220.931097164,21477737,47451
New Jersey,4,2018,14455,162.741395985,8882190,14455
Arkansas,3,2018,4407,146.033340800,3017804,4407
District of Columbia,1,2022,2537,359.476244387,705749,2537
Georgia,1,2018,24945,234.944016076,10617423,24945
Tennessee,4,2019,10870,159.170054827,6829174,10870
Massachusetts,1,2018,9178,133.159173090,6892503,9178
Georgia,3,2021,41812,393.805540196,10617423,41812
North Dakota,1,2019,790,103.666105907,762062,790
Wisconsin,1,2021,14036,241.067567275,5822434,14036
California,4,2021,83028,210.132444332,39512223,83028
Wisconsin,3,2021,12144,208.572566044,5822434,12144
Georgia,3,2019,25035,235.791679393,10617423,0
Michigan,1,2019,15079,150.988444112,9986857,15079
Minnesota,2,2019,9078,160.967949682,5639632,9078
Mississippi,2,2021,7159,240.545752246,2976149,7159
Connecticut,1,2021,9418,264.158257105,3565287,9418
North Dakota,3,2020,997,130.829250114,762062,997
New Jersey,2,2019,16349,184.064965960,8882190,16349
Virginia,2,2021,24108,282.443282008,8535519,24108
Nebraska,4,2020,3275,169.302442918,1934408,3275
South Carolina,3,2021,16415,318.817475587,5148714,16415
Texas,2,2020,63827,220.124368699,28995881,63827
Illinois,4,2020,34155,269.535057353,12671821,34155
North Carolina,4,2018,17600,167.809487414,10488084,17600
Delaware,2,2018,2036,209.085568988,973764,2036
Alabama,4,2019,7572,154.430232594,4903185,7572
Kentucky,4,2021,7507,168.029307427,4467673,7507
California,4,2018,59360,150.231992768,39512223,59360
Indiana,1,2022,11612,172.483990791,6732219,11612
Wyoming,2,2020,953,164.662666153,578759,953
North Dakota,3,2020,997,130.829250114,762062,997
Alabama,2,2020,10855,221.386710883,4903185,10855
Connecticut,1,2022,7002,196.393726508,3565287,7002
Missouri,3,2018,11096,180.792344937,6137428,11096
South Carolina,3,2021,16415,318.817475587,5148714,16415
New Hampshire,2,2018,2027,149.075796254,1359711,2027
Washington,1,2018,11335,148.853043634,7614893,11335
Vermont,3,2020,1249,200.163784939,623989,1249
Massachusetts,4,2021,13142,190.670936233,6892503,13142
Hawaii,1,2020,2009,141.891357411,1415872,0
Massachusetts,1,2019,10069,146.086262131,6892503,10069
Ohio,4,2021,23619,202.060038840,11689100,23619
Missouri,2,2020,12842,209.240743843,6137428,12842
New York,3,2020,49583,254.878785432,19453561,49583
Oklahoma,1,2019,4869,123.048665254,3956971,4869
Georgia,4,2021,32438,305.516696471,10617423,32438
Nevada,3,2021,11835,384.233785562,3080156,11835
Louisiana,4,2019,6215,133.690587279,4648794,6215
Idaho,4,2020,3271,183.037550397,1787065,3271
Connecticut,1,2021,9418,264.158257105,3565287,9418
Alabama,2,2020,10855,221.386710883,4903185,10855
Hawaii,2,2021,3140,221.771459567,1415872,3140
Louisiana,2,2019,7570,162.837931730,4648794,7570
Alabama,4,2021,11887,242.434254469,4903185,11887
Oregon,4,2020,10077,238.919591241,4217737,10077
South Dakota,1,2022,1098,124.115619691,884659,1098
Colorado,1,2019,10205,177.209026425,5758736,10205
Utah,1,2021,7807,243.515354849,3205958,7807
Colorado,2,2019,12120,210.462851570,5758736,12120
Wyoming,2,2019,813,140.472977526,578759,813
Iowa,1,2019,3725,118.063941529,3155070,3725
Puerto Rico,2,2020,1587,49.691673654,3193694,1587
Montana,2,2021,2351,219.970845208,1068778,2351
Illinois,2,2019,22080,174.244885561,12671821,22080
Mississippi,4,2021,5522,185.541785710,2976149,5522
Louisiana,1,2021,13489,290.161276236,4648794,13489
Minnesota,1,2018,7099,125.877007578,5639632,7099
Missouri,3,2018,11096,180.792344937,6137428,0
Hawaii,2,2019,2146,151.567373322,1415872,2146
Massachusetts,2,2021,17964,260.631007342,6892503,17964
New Mexico,4,2021,3735,178.126113288,2096829,3735
Oklahoma,3,2020,7074,178.773107005,3956971,7074
Wisconsin,1,2021,14036,241.067567275,5822434,14036
Missouri,1,2020,10751,175.171097730,6137428,10751
Oklahoma,1,2018,5201,131.438921337,3956971,5201
Kansas,2,2021,5848,200.733597546,2913314,5848
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Illinois,2,2018,19834,156.520519032,12671821,19834
New Mexico,1,2019,2860,136.396434807,2096829,2860
Puerto Rico,2,2020,1587,49.691673654,3193694,1587
Alabama,1,2020,8072,164.627685882,4903185,8072
Maryland,4,2018,10914,180.525598444,6045680,10914
North Carolina,3,2021,28870,275.264767140,10488084,28870
Vermont,1,2021,1684,269.876552311,623989,1684
Massachusetts,1,2020,10607,153.891844516,6892503,10607
Colorado,4,2020,14701,255.281714598,5758736,14701
Minnesota,2,2021,12147,215.386394006,5639632,12147
Florida,4,2021,63266,294.565484250,21477737,63266
Delaware,4,2021,2986,306.645141944,973764,2986
Wisconsin,2,2021,12068,207.267270011,5822434,12068
Alaska,1,2022,1304,178.252875763,731545,1304
Maine,4,2019,1696,126.170574284,1344212,1696
Washington,1,2020,12332,161.945808037,7614893,12332
Rhode Island,2,2018,1676,158.208580456,1059361,1676
Wisconsin,3,2021,12144,208.572566044,5822434,12144
New Hampshire,2,2019,2450,180.185348210,1359711,2450
Oklahoma,2,2021,8264,208.846615252,3956971,8264
Texas,3,2021,81525,281.160624159,28995881,81525
New Jersey,1,2021,28992,326.405987712,8882190,28992
Nevada,4,2021,8893,288.719142797,3080156,8893
Arizona,4,2018,12272,168.601142207,7278717,12272
Tennessee,2,2018,12486,182.833238690,6829174,0
Maryland,4,2021,17419,288.123089545,6045680,17419
Ohio,1,2018,19523,167.018846618,11689100,19523
Colorado,2,2020,14876,258.320575904,5758736,14876
Vermont,1,2020,920,147.438496512,623989,920
Wyoming,2,2021,1185,204.748435877,578759,1185
District of Columbia,1,2022,2537,359.476244387,705749,2537
Maine,3,2020,2382,177.204191006,1344212,2382
Nebraska,3,2018,2258,116.728218659,1934408,2258
Rhode Island,1,2018,1538,145.181859630,1059361,1538
Rhode Island,3,2019,1785,168.497801977,1059361,1785
Florida,2,2020,66679,310.456357669,21477737,66679
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Idaho,1,2019,2435,136.256935254,1787065,2435
Rhode Island,3,2019,1785,168.497801977,1059361,1785
Nebraska,4,2018,2155,111.403592210,1934408,2155
Arizona,2,2018,13798,189.566375503,7278717,13798
Missouri,2,2018,11076,180.466475533,6137428,11076
Illinois,1,2021,42765,337.481092891,12671821,42765
Minnesota,1,2022,8905,157.900373641,5639632,8905
Florida,2,2019,53560,249.374503468,21477737,53560
Indiana,4,2021,11837,175.826128057,6732219,11837
California,1,2022,81300,205.759114085,39512223,81300
California,3,2018,69265,175.300184958,39512223,69265
Puerto Rico,1,2021,2663,83.383066756,3193694,2663
Louisiana,3,2019,7500,161.332164858,4648794,7500
Kentucky,3,2020,8415,188.353086719,4467673,8415
South Carolina,1,2019,8407,163.283491761,5148714,8407
South Dakota,3,2018,802,90.656399811,884659,802
District of Columbia,1,2022,2537,359.476244387,705749,2537
Hawaii,4,2019,1780,125.717578990,1415872,1780
North Carolina,1,2021,30626,292.007577361,10488084,30626
New Hampshire,1,2019,2161,158.930831625,1359711,2161
Washington,1,2020,12332,161.945808037,7614893,12332
Montana,1,2018,1371,128.277341038,1068778,0
Vermont,1,2018,652,104.489021441,623989,652
Kansas,4,2021,4444,152.541058053,2913314,4444
Ohio,4,2020,25732,220.136708558,11689100,25732
Arkansas,3,2021,6208,205.712498227,3017804,6208
North Dakota,3,2019,800,104.978335096,762062,800
Maine,4,2021,2077,154.514317682,1344212,2077
New Jersey,2,2019,16349,184.064965960,8882190,16349
New York,1,2018,29975,154.084899932,19453561,29975
Michigan,4,2021,18881,189.058479560,9986857,0
Ohio,1,2022,21749,186.062228914,11689100,21749
New Hampshire,3,2020,2799,205.852567200,1359711,2799
Arizona,4,2019,11747,161.388332587,7278717,11747
Tennessee,4,2018,12259,179.509264224,6829174,12259
Oregon,2,2020,9425,223.461064547,4217737,9425
Michigan,3,2019,15907,159.279340838,9986857,15907
Arizona,4,2020,17855,245.304220510,7278717,17855
Tennessee,2,2018,12486,182.833238690,6829174,12486
California,1,2018,64431,163.065996059,39512223,64431
Ohio,2,2020,24379,208.561822553,11689100,24379
Tennessee,4,2018,12259,179.509264224,6829174,12259
Oklahoma,2,2018,5242,132.475067419,3956971,5242
District of Columbia,4,2020,2740,388.240011676,705749,2740
Puerto Rico,1,2021,2663,83.383066756,3193694,2663
South Carolina,2,2021,15849,307.824439268,5148714,15849
Alaska,4,2020,1685,230.334429188,731545,1685
Iowa,3,2019,4560,144.529281442,3155070,4560
Virginia,2,2021,24108,282.443282008,8535519,24108
Iowa,4,2018,3429,108.682216242,3155070,3429
Connecticut,1,2020,6165,172.917355601,3565287,6165
Mississippi,1,2019,3756,126.203358770,2976149,3756
Virginia,4,2021,20058,234.994497698,8535519,20058
North Dakota,1,2022,863,113.245378985,762062,863
South Carolina,1,2018,9183,178.355216468,5148714,9183
California,4,2021,83028,210.132444332,39512223,83028
District of Columbia,3,2019,2336,330.995863969,705749,2336
Rhode Island,3,2021,2525,238.351232488,1059361,2525
Connecticut,1,2018,5337,149.693418791,3565287,5337
Illinois,2,2020,26793,211.437645781,12671821,26793
Illinois,1,2022,25515,201.352276046,12671821,25515
Connecticut,1,2020,6165,172.917355601,3565287,6165
Wyoming,3,2021,1067,184.359984035,578759,1067
Washington,3,2020,18563,243.772302513,7614893,18563
Minnesota,2,2021,12147,215.386394006,5639632,12147
New Hampshire,1,2022,2363,173.786929723,1359711,2363
Iowa,3,2020,4774,151.312015264,3155070,4774
Arkansas,3,2020,7580,251.176020709,3017804,7580
Alaska,4,2021,1378,188.368453069,731545,1378
Indiana,1,2022,11612,172.483990791,6732219,11612
Ohio,4,2020,25732,220.136708558,11689100,25732
