State Name,Quarter,Report Type,State Median Year,Year,Fixed Overall Median Qtr,Fixed Overall Median Yr,Fixed State Median Qtr,Fixed State Median Yr,Overall Median Losses Qtr,Overall Median Losses Yr,State Median Quarterly
Georgia,1,Other,700,2022,727.875,727.875,700,700,727.875,727.875,700
Connecticut,2,Fraud,299.99,2019,422.08,394.99,297,299.99,422.08,394.99,297
Kansas,2,Fraud,429.98,2021,507,500,500,429.98,507,500,500
District of Columbia,1,Other,350,2018,500,460,813.5,350,500,460,813.5
Kansas,2,Other,350,2018,499,460,391.42,350,499,460,391.42
Nebraska,2,Fraud,341.08,2018,396,370,389,341.08,396,370,389
Minnesota,3,Fraud,300,2020,279,304.99,210.695,300,279,304.99,210.695
Kentucky,3,Fraud,300,2019,400,394.99,350,300,400,394.99,350
Kansas,1,Other,608.77,2022,727.875,727.875,608.77,608.77,727.875,727.875,608.77
New York,1,Other,679.5,2022,727.875,727.875,679.5,679.5,727.875,727.875,679.5
Texas,1,Fraud,380,2018,404.565,370,400,380,404.565,370,400
New Jersey,3,Other,500,2018,460.27,460,500,500,460.27,460,500
Kentucky,4,Fraud,207,2020,328,304.99,216.5,207,328,304.99,216.5
Rhode Island,3,Other,580.23,2019,500,476.66,651,580.23,500,476.66,651
Pennsylvania,3,Fraud,300,2019,400,394.99,324,300,400,394.99,324
Texas,3,Other,500,2019,500,476.66,500,500,500,476.66,500
Hawaii,1,Fraud,740.37,2022,600,600,740.37,740.37,600,600,740.37
Rhode Island,1,Other,456,2022,727.875,727.875,456,456,727.875,727.875,456
Connecticut,1,Fraud,737.5,2022,600,600,737.5,737.5,600,600,737.5
Florida,4,Fraud,414.96,2019,335.88,394.99,400,414.96,335.88,394.99,400
Arizona,2,Fraud,353.42,2020,325,304.99,487.66,353.42,325,304.99,487.66
Montana,1,Other,561.5,2019,410.21,476.66,299.995,561.5,410.21,476.66,299.995
Rhode Island,2,Fraud,447,2021,507,500,600,447,507,500,600
Utah,1,Other,509,2019,410.21,476.66,599,509,410.21,476.66,599
Kansas,3,Fraud,350,2018,380,370,399,350,380,370,399
Ohio,2,Other,400,2020,431,487.89,352.49,400,431,487.89,352.49
Virginia,3,Fraud,350,2018,380,370,350,350,380,370,350
Oregon,3,Other,390,2020,490,487.89,400,390,490,487.89,400
New York,3,Other,366.91,2020,490,487.89,367.92,366.91,490,487.89,367.92
Florida,4,Other,466.81,2018,400.08,460,409.95,466.81,400.08,460,409.95
Virginia,4,Other,599,2021,700,618.38,600,599,700,618.38,600
South Carolina,4,Fraud,400,2021,550,500,463.46,400,550,500,463.46
Missouri,3,Fraud,369,2021,500,500,363.71,369,500,500,363.71
Colorado,2,Fraud,486.13,2021,507,500,500,486.13,507,500,500
South Dakota,3,Fraud,497,2021,500,500,425,497,500,500,425
Georgia,1,Fraud,500,2021,402.995,500,409.625,500,402.995,500,409.625
Connecticut,4,Fraud,459.73,2021,550,500,526.245,459.73,550,500,526.245
Mississippi,1,Other,500,2020,495,487.89,510.07,500,495,487.89,510.07
New Hampshire,2,Fraud,300,2018,396,370,300,300,396,370,300
Montana,1,Fraud,449.22,2021,402.995,500,400,449.22,402.995,500,400
Kentucky,1,Other,321.5,2020,495,487.89,316.44,321.5,495,487.89,316.44
Rhode Island,1,Other,580.23,2019,410.21,476.66,500,580.23,410.21,476.66,500
Connecticut,1,Other,22000,2022,727.875,727.875,22000,22000,727.875,727.875,22000
Missouri,1,Other,500,2021,535,618.38,421.01,500,535,618.38,421.01
Wyoming,1,Fraud,418.965,2022,600,600,418.965,418.965,600,600,418.965
Utah,1,Fraud,400,2019,375,394.99,374.5,400,375,394.99,374.5
South Carolina,2,Fraud,283.765,2020,325,304.99,299,283.765,325,304.99,299
Idaho,3,Other,400,2019,500,476.66,470.74,400,500,476.66,470.74
District of Columbia,1,Fraud,378.5,2018,404.565,370,400,378.5,404.565,370,400
Florida,2,Fraud,414.96,2019,422.08,394.99,456.005,414.96,422.08,394.99,456.005
Ohio,2,Fraud,375,2021,507,500,499,375,507,500,499
Arkansas,1,Fraud,360,2018,404.565,370,418.5,360,404.565,370,418.5
Iowa,3,Fraud,309.99,2019,400,394.99,398,309.99,400,394.99,398
Arkansas,1,Other,411,2018,500,460,480,411,500,460,480
Illinois,3,Fraud,300,2019,400,394.99,353.61,300,400,394.99,353.61
Arkansas,3,Other,411,2018,460.27,460,413,411,460.27,460,413
Oregon,1,Other,400,2019,410.21,476.66,410,400,410.21,476.66,410
Missouri,2,Fraud,229,2020,325,304.99,229,229,325,304.99,229
Wisconsin,1,Fraud,300,2019,375,394.99,250,300,375,394.99,250
New Mexico,3,Other,478.6,2020,490,487.89,445,478.6,490,487.89,445
North Carolina,3,Fraud,350,2019,400,394.99,400,350,400,394.99,400
New Hampshire,1,Fraud,300,2018,404.565,370,499,300,404.565,370,499
Montana,3,Other,561.5,2019,500,476.66,704.865,561.5,500,476.66,704.865
Kentucky,4,Other,321.5,2020,500,487.89,400,321.5,500,487.89,400
New Hampshire,1,Other,602.5,2021,535,618.38,500,602.5,535,618.38,500
Nebraska,3,Fraud,450,2021,500,500,500,450,500,500,500
Pennsylvania,3,Other,443.64,2019,500,476.66,487.65,443.64,500,476.66,487.65
Maryland,2,Fraud,407.675,2019,422.08,394.99,500,407.675,422.08,394.99,500
Virginia,3,Other,500,2020,490,487.89,502.565,500,490,487.89,502.565
West Virginia,2,Fraud,300,2018,396,370,304.735,300,396,370,304.735
Rhode Island,2,Fraud,447,2021,507,500,600,447,507,500,600
New Mexico,2,Fraud,400,2018,396,370,499.5,400,396,370,499.5
Colorado,2,Fraud,486.13,2021,507,500,500,486.13,507,500,500
Vermont,2,Fraud,350,2019,422.08,394.99,350,350,422.08,394.99,350
Washington,1,Fraud,349,2018,404.565,370,399,349,404.565,370,399
Virginia,4,Fraud,350,2018,306.25,370,300,350,306.25,370,300
South Carolina,3,Fraud,319.245,2018,380,370,300,319.245,380,370,300
Nebraska,1,Fraud,450,2021,402.995,500,314.99,450,402.995,500,314.99
Idaho,1,Fraud,514.36,2022,600,600,514.36,514.36,600,600,514.36
New Hampshire,1,Other,595,2022,727.875,727.875,595,595,727.875,727.875,595
Ohio,4,Other,500,2021,700,618.38,488.76,500,700,618.38,488.76
Puerto Rico,4,Fraud,505.5,2021,550,500,575,505.5,550,500,575
Maryland,3,Other,500,2020,490,487.89,550,500,490,487.89,550
Indiana,2,Fraud,235,2020,325,304.99,262.14,235,325,304.99,262.14
Idaho,4,Other,433,2020,500,487.89,464.5,433,500,487.89,464.5
North Carolina,4,Fraud,449.53,2021,550,500,480,449.53,550,500,480
North Carolina,3,Fraud,311.5,2018,380,370,312.79,311.5,380,370,312.79
New Hampshire,1,Fraud,262.5,2019,375,394.99,186,262.5,375,394.99,186
Missouri,4,Other,400,2020,500,487.89,391.06,400,500,487.89,391.06
Idaho,2,Fraud,400,2018,396,370,403.12,400,396,370,403.12
Oklahoma,3,Fraud,300,2018,380,370,373,300,380,370,373
Utah,1,Fraud,500,2021,402.995,500,500,500,402.995,500,500
Florida,4,Other,800,2021,700,618.38,1000,800,700,618.38,1000
New Jersey,4,Other,500,2018,400.08,460,469,500,400.08,460,469
Indiana,1,Other,423.72,2020,495,487.89,500,423.72,495,487.89,500
Maryland,4,Fraud,340,2018,306.25,370,309.99,340,306.25,370,309.99
Louisiana,1,Fraud,368.5,2018,404.565,370,400,368.5,404.565,370,400
Montana,1,Fraud,295.89,2020,330.64,304.99,350,295.89,330.64,304.99,350
Louisiana,3,Fraud,368.5,2018,380,370,389.495,368.5,380,370,389.495
Wisconsin,2,Other,344.01,2020,431,487.89,348,344.01,431,487.89,348
Kentucky,3,Fraud,207,2020,279,304.99,189,207,279,304.99,189
Utah,2,Other,500,2020,431,487.89,500,500,431,487.89,500
South Dakota,4,Other,293.94,2018,400.08,460,202,293.94,400.08,460,202
Massachusetts,4,Fraud,289.52,2019,335.88,394.99,257,289.52,335.88,394.99,257
Alabama,3,Fraud,260,2020,279,304.99,222.45,260,279,304.99,222.45
Iowa,2,Fraud,250,2020,325,304.99,240.81,250,325,304.99,240.81
New Mexico,2,Other,535.98,2018,499,460,550,535.98,499,460,550
North Dakota,2,Fraud,358.65,2020,325,304.99,399.995,358.65,325,304.99,399.995
Massachusetts,4,Identity Theft,0,2021,0,0,0,0,0,0,0
Virginia,1,Fraud,550,2022,600,600,550,550,600,600,550
Alaska,1,Other,400,2022,727.875,727.875,400,400,727.875,727.875,400
Utah,2,Other,700,2021,700,618.38,728.05,700,700,618.38,728.05
Pennsylvania,2,Fraud,405,2021,507,500,500,405,507,500,500
Michigan,1,Other,306.99,2018,500,460,374.5,306.99,500,460,374.5
Arkansas,4,Other,350,2019,492,476.66,396,350,492,476.66,396
New York,4,Fraud,500,2021,550,500,600,500,550,500,600
Vermont,4,Fraud,350,2019,335.88,394.99,199.35,350,335.88,394.99,199.35
Idaho,1,Fraud,399.99,2021,402.995,500,365,399.99,402.995,500,365
Mississippi,4,Other,420,2018,400.08,460,400,420,400.08,460,400
Massachusetts,2,Fraud,335.75,2018,396,370,370.075,335.75,396,370,370.075
North Dakota,3,Fraud,456,2021,500,500,500,456,500,500,500
Idaho,1,Other,528.92,2022,727.875,727.875,528.92,528.92,727.875,727.875,528.92
Hawaii,1,Other,700,2021,535,618.38,508,700,535,618.38,508
Arkansas,4,Other,386.215,2020,500,487.89,400,386.215,500,487.89,400
Montana,1,Identity Theft,0,2021,0,0,0,0,0,0,0
New Mexico,1,Other,441.56,2019,410.21,476.66,432.655,441.56,410.21,476.66,432.655
Wisconsin,1,Fraud,300,2019,375,394.99,250,300,375,394.99,250
Florida,3,Other,499,2020,490,487.89,483.38,499,490,487.89,483.38
Hawaii,3,Fraud,641.75,2021,500,500,615,641.75,500,500,615
New Mexico,2,Fraud,500,2021,507,500,600,500,507,500,600
Colorado,3,Other,500,2018,460.27,460,465.08,500,460.27,460,465.08
Idaho,4,Other,400,2019,492,476.66,479,400,492,476.66,479
Maryland,1,Other,699.5,2022,727.875,727.875,699.5,699.5,727.875,727.875,699.5
Arizona,4,Fraud,399,2018,306.25,370,307,399,306.25,370,307
Illinois,3,Fraud,450,2021,500,500,500,450,500,500,500
North Carolina,3,Fraud,350,2019,400,394.99,400,350,400,394.99,400
New Mexico,2,Fraud,408.62,2020,325,304.99,638,408.62,325,304.99,638
Wisconsin,3,Other,344.01,2020,490,487.89,400,344.01,490,487.89,400
Montana,4,Other,561.5,2019,492,476.66,508.005,561.5,492,476.66,508.005
Texas,1,Other,500,2018,500,460,500,500,500,460,500
Puerto Rico,4,Fraud,505.5,2021,550,500,575,505.5,550,500,575
Washington,3,Other,400,2019,500,476.66,450,400,500,476.66,450
Colorado,3,Fraud,486.13,2021,500,500,499,486.13,500,500,499
Indiana,1,Fraud,480,2022,600,600,480,480,600,600,480
Massachusetts,1,Other,300,2021,535,618.38,500,300,535,618.38,500
Maine,3,Other,338.81,2019,500,476.66,428.76,338.81,500,476.66,428.76
Tennessee,4,Fraud,269.505,2020,328,304.99,254.95,269.505,328,304.99,254.95
South Dakota,1,Fraud,400,2022,600,600,400,400,600,600,400
Arizona,4,Other,600,2021,700,618.38,592.5,600,700,618.38,592.5
Tennessee,2,Fraud,400,2021,507,500,400,400,507,500,400
North Carolina,2,Fraud,276.955,2020,325,304.99,301.04,276.955,325,304.99,301.04
Ohio,4,Other,500,2021,700,618.38,488.76,500,700,618.38,488.76
Maryland,4,Fraud,407.675,2019,335.88,394.99,357.93,407.675,335.88,394.99,357.93
California,1,Fraud,400,2020,330.64,304.99,400,400,330.64,304.99,400
Illinois,1,Other,981,2022,727.875,727.875,981,981,727.875,727.875,981
Delaware,2,Fraud,399,2020,325,304.99,459,399,325,304.99,459
Virginia,4,Other,599,2021,700,618.38,600,599,700,618.38,600
Montana,4,Other,500,2020,500,487.89,502.365,500,500,487.89,502.365
Pennsylvania,1,Other,443.64,2019,410.21,476.66,400.5,443.64,410.21,476.66,400.5
West Virginia,1,Fraud,350,2021,402.995,500,250,350,402.995,500,250
Maine,4,Fraud,216.935,2020,328,304.99,299,216.935,328,304.99,299
Puerto Rico,2,Fraud,368,2020,325,304.99,397.5,368,325,304.99,397.5
Michigan,4,Other,349,2019,492,476.66,320,349,492,476.66,320
Kentucky,1,Fraud,300,2018,404.565,370,356.75,300,404.565,370,356.75
Delaware,4,Other,472.2,2019,492,476.66,500,472.2,492,476.66,500
Ohio,3,Other,334.18,2018,460.27,460,400,334.18,460.27,460,400
Colorado,2,Fraud,486.13,2021,507,500,500,486.13,507,500,500
New Mexico,2,Other,535.98,2018,499,460,550,535.98,499,460,550
Maryland,4,Fraud,316.5,2020,328,304.99,300,316.5,328,304.99,300
District of Columbia,4,Fraud,500,2021,550,500,600,500,550,500,600
Ohio,3,Fraud,300,2018,380,370,300,300,380,370,300
Florida,3,Other,458.145,2019,500,476.66,497,458.145,500,476.66,497
West Virginia,3,Other,330.68,2018,460.27,460,409,330.68,460.27,460,409
Maryland,3,Fraud,316.5,2020,279,304.99,287.975,316.5,279,304.99,287.975
Alabama,2,Fraud,437,2021,507,500,500,437,507,500,500
Michigan,4,Fraud,400,2021,550,500,470,400,550,500,470
New York,4,Other,366.91,2020,500,487.89,393.84,366.91,500,487.89,393.84
Massachusetts,2,Fraud,271.5,2020,325,304.99,249,271.5,325,304.99,249
Nevada,2,Other,495.78,2018,499,460,600,495.78,499,460,600
Oregon,3,Other,390,2020,490,487.89,400,390,490,487.89,400
Wisconsin,2,Fraud,299,2018,396,370,300,299,396,370,300
Massachusetts,3,Fraud,289.52,2019,400,394.99,284.995,289.52,400,394.99,284.995
Kentucky,2,Other,321.5,2020,431,487.89,289.12,321.5,431,487.89,289.12
Illinois,3,Other,500,2020,490,487.89,547.38,500,490,487.89,547.38
Oklahoma,4,Fraud,361.975,2019,335.88,394.99,330,361.975,335.88,394.99,330
West Virginia,2,Other,330.68,2018,499,460,300,330.68,499,460,300
Tennessee,1,Other,360,2018,500,460,464,360,500,460,464
Michigan,1,Fraud,300,2019,375,394.99,270,300,375,394.99,270
Kansas,3,Fraud,329.485,2019,400,394.99,307,329.485,400,394.99,307
Nevada,1,Other,495.78,2018,500,460,500,495.78,500,460,500
Mississippi,1,Fraud,315.25,2019,375,394.99,350,315.25,375,394.99,350
South Carolina,2,Other,600,2021,700,618.38,600,600,700,618.38,600
Alaska,2,Other,541.595,2019,499,476.66,500,541.595,499,476.66,500
Nebraska,1,Fraud,450,2021,402.995,500,314.99,450,402.995,500,314.99
Alabama,4,Fraud,260,2020,328,304.99,300,260,328,304.99,300
Idaho,1,Other,528.92,2022,727.875,727.875,528.92,528.92,727.875,727.875,528.92
Texas,3,Fraud,500,2021,500,500,500,500,500,500,500
Mississippi,4,Fraud,209.985,2020,328,304.99,239.7,209.985,328,304.99,239.7
Nevada,2,Fraud,630.94,2021,507,500,600,630.94,507,500,600
Kentucky,3,Other,300,2019,500,476.66,297.5,300,500,476.66,297.5
New Jersey,2,Fraud,354.18,2018,396,370,360,354.18,396,370,360
North Carolina,3,Other,330,2018,460.27,460,335,330,460.27,460,335
Ohio,1,Other,517.31,2022,727.875,727.875,517.31,517.31,727.875,727.875,517.31
Wyoming,2,Fraud,399.635,2018,396,370,549.91,399.635,396,370,549.91
Illinois,3,Other,440,2019,500,476.66,500,440,500,476.66,500
Indiana,4,Other,400,2019,492,476.66,382.295,400,492,476.66,382.295
Alaska,2,Fraud,500,2020,325,304.99,604.94,500,325,304.99,604.94
Tennessee,1,Other,360,2018,500,460,464,360,500,460,464
Indiana,3,Fraud,349.99,2018,380,370,399,349.99,380,370,399
Kansas,1,Other,400,2019,410.21,476.66,350,400,410.21,476.66,350
Arizona,3,Fraud,440,2019,400,394.99,410,440,400,394.99,410
Florida,3,Other,458.145,2019,500,476.66,497,458.145,500,476.66,497
Virginia,3,Other,599,2021,727,618.38,630,599,727,618.38,630
South Carolina,2,Other,374,2018,499,460,309,374,499,460,309
Kansas,3,Other,500,2021,727,618.38,694.62,500,727,618.38,694.62
Utah,3,Other,509,2019,500,476.66,500,509,500,476.66,500
South Carolina,1,Fraud,500,2022,600,600,500,500,600,600,500
Virginia,2,Other,500,2020,431,487.89,456,500,431,487.89,456
New Jersey,4,Fraud,314,2020,328,304.99,317,314,328,304.99,317
Tennessee,1,Identity Theft,0,2022,0,0,0,0,0,0,0
Maryland,2,Other,598,2021,700,618.38,525.25,598,700,618.38,525.25
Kansas,4,Other,350,2018,400.08,460,315,350,400.08,460,315
California,4,Fraud,400,2018,306.25,370,350,400,306.25,370,350
Connecticut,2,Other,400,2020,431,487.89,318,400,431,487.89,318
Kentucky,3,Other,300,2019,500,476.66,297.5,300,500,476.66,297.5
Alabama,2,Fraud,437,2021,507,500,500,437,507,500,500
Alabama,3,Fraud,260,2020,279,304.99,222.45,260,279,304.99,222.45
Massachusetts,2,Fraud,289.52,2019,422.08,394.99,300,289.52,422.08,394.99,300
Mississippi,2,Other,420,2018,499,460,344,420,499,460,344
South Carolina,2,Other,600,2021,700,618.38,600,600,700,618.38,600
Texas,2,Fraud,329.915,2020,325,304.99,350.96,329.915,325,304.99,350.96
Nevada,4,Fraud,500,2019,335.88,394.99,450,500,335.88,394.99,450
Tennessee,2,Other,700.79,2021,700,618.38,800,700.79,700,618.38,800
Nebraska,1,Fraud,341.08,2018,404.565,370,442.5,341.08,404.565,370,442.5
Oklahoma,2,Other,465,2020,431,487.89,500,465,431,487.89,500
Wisconsin,3,Other,292,2019,500,476.66,280,292,500,476.66,280
New York,1,Other,366.91,2020,495,487.89,393.6,366.91,495,487.89,393.6
Wyoming,4,Other,501.98,2020,500,487.89,675,501.98,500,487.89,675
Michigan,2,Other,450,2021,700,618.38,458.92,450,700,618.38,458.92
Florida,2,Fraud,535,2021,507,500,589.92,535,507,500,589.92
California,4,Fraud,400,2018,306.25,370,350,400,306.25,370,350
Indiana,1,Other,995,2022,727.875,727.875,995,995,727.875,727.875,995
Pennsylvania,2,Other,386,2018,499,460,398.9,386,499,460,398.9
Connecticut,1,Fraud,737.5,2022,600,600,737.5,737.5,600,600,737.5
Alabama,1,Other,350,2019,410.21,476.66,302,350,410.21,476.66,302
Florida,1,Other,800,2021,535,618.38,600,800,535,618.38,600
Pennsylvania,4,Identity Theft,0,2020,0,0,0,0,0,0,0
Oregon,1,Fraud,299.265,2020,330.64,304.99,267,299.265,330.64,304.99,267
Arkansas,1,Other,350,2019,410.21,476.66,300,350,410.21,476.66,300
Nevada,1,Fraud,428.5,2018,404.565,370,426.5,428.5,404.565,370,426.5
North Dakota,4,Other,500,2021,700,618.38,300,500,700,618.38,300
Wisconsin,2,Fraud,244.79,2020,325,304.99,279.99,244.79,325,304.99,279.99
Michigan,4,Other,306.99,2018,400.08,460,263.96,306.99,400.08,460,263.96
New Hampshire,3,Fraud,450,2021,500,500,400,450,500,500,400
Iowa,2,Fraud,369.975,2018,396,370,350,369.975,396,370,350
Mississippi,4,Other,420,2018,400.08,460,400,420,400.08,460,400
Alabama,1,Fraud,354,2019,375,394.99,385.5,354,375,394.99,385.5
Wisconsin,1,Fraud,244.79,2020,330.64,304.99,217.85,244.79,330.64,304.99,217.85
Alabama,2,Fraud,354,2019,422.08,394.99,400,354,422.08,394.99,400
Vermont,3,Other,400,2020,490,487.89,449.95,400,490,487.89,449.95
Wyoming,1,Fraud,399.635,2018,404.565,370,425.75,399.635,404.565,370,425.75
Vermont,2,Other,400,2020,431,487.89,480.08,400,431,487.89,480.08
Ohio,3,Fraud,220,2020,279,304.99,200,220,279,304.99,200
Arkansas,2,Other,350,2019,499,476.66,355.75,350,499,476.66,355.75
Tennessee,1,Other,500,2020,495,487.89,500,500,495,487.89,500
South Carolina,1,Other,374,2018,500,460,450,374,500,460,450
Alabama,2,Fraud,260,2020,325,304.99,250.045,260,325,304.99,250.045
Tennessee,4,Other,388,2019,492,476.66,389,388,492,476.66,389
Arizona,3,Other,463,2019,500,476.66,499,463,500,476.66,499
Maryland,3,Other,598,2021,727,618.38,717,598,727,618.38,717
Pennsylvania,4,Other,443.64,2019,492,476.66,450,443.64,492,476.66,450
Delaware,3,Fraud,299.99,2018,380,370,312.49,299.99,380,370,312.49
New Hampshire,2,Fraud,262.5,2019,422.08,394.99,385,262.5,422.08,394.99,385
Illinois,1,Other,400,2018,500,460,475,400,500,460,475
Illinois,2,Other,650.31,2021,700,618.38,705.34,650.31,700,618.38,705.34
Rhode Island,3,Fraud,268.5,2019,400,394.99,284.99,268.5,400,394.99,284.99
Puerto Rico,4,Fraud,368,2020,328,304.99,400,368,328,304.99,400
Wyoming,4,Other,610.25,2018,400.08,460,679.175,610.25,400.08,460,679.175
Rhode Island,1,Other,420,2018,500,460,585,420,500,460,585
Colorado,1,Fraud,350,2018,404.565,370,400,350,404.565,370,400
Kentucky,3,Fraud,300,2018,380,370,313.25,300,380,370,313.25
Texas,3,Other,500,2018,460.27,460,500,500,460.27,460,500
Pennsylvania,1,Other,386,2018,500,460,449.75,386,500,460,449.75
Oklahoma,2,Other,450,2018,499,460,505.125,450,499,460,505.125
Missouri,4,Fraud,229,2020,328,304.99,230,229,328,304.99,230
Utah,3,Other,700,2021,727,618.38,602,700,727,618.38,602
Kentucky,1,Other,500,2021,535,618.38,400,500,535,618.38,400
New York,3,Other,530.66,2021,727,618.38,625,530.66,727,618.38,625
Oklahoma,4,Fraud,259.49,2020,328,304.99,307,259.49,328,304.99,307
Virginia,4,Fraud,500,2021,550,500,603,500,550,500,603
Missouri,2,Other,500,2021,700,618.38,600,500,700,618.38,600
Oregon,4,Other,505,2021,700,618.38,594,505,700,618.38,594
Arizona,4,Other,500,2020,500,487.89,576,500,500,487.89,576
California,2,Fraud,610,2021,507,500,649,610,507,500,649
Mississippi,3,Fraud,326,2018,380,370,363,326,380,370,363
Virginia,4,Other,599,2021,700,618.38,600,599,700,618.38,600
Florida,4,Fraud,535,2021,550,500,600,535,550,500,600
Hawaii,1,Fraud,740.37,2022,600,600,740.37,740.37,600,600,740.37
North Carolina,4,Fraud,350,2019,335.88,394.99,300,350,335.88,394.99,300
Illinois,3,Fraud,300,2019,400,394.99,353.61,300,400,394.99,353.61
Maryland,4,Other,524,2019,492,476.66,526.45,524,492,476.66,526.45
Arizona,1,Other,450,2018,500,460,500,450,500,460,500
Arkansas,1,Fraud,450,2021,402.995,500,525,450,402.995,500,525
Wyoming,1,Other,410,2019,410.21,476.66,500,410,410.21,476.66,500
Virginia,4,Fraud,399.985,2019,335.88,394.99,340.5,399.985,335.88,394.99,340.5
Michigan,4,Other,306.99,2018,400.08,460,263.96,306.99,400.08,460,263.96
South Carolina,2,Fraud,350,2019,422.08,394.99,380,350,422.08,394.99,380
Nevada,2,Other,525,2020,431,487.89,487.67,525,431,487.89,487.67
Puerto Rico,2,Fraud,505.5,2021,507,500,500,505.5,507,500,500
Georgia,1,Fraud,553.5,2022,600,600,553.5,553.5,600,600,553.5
Tennessee,4,Fraud,318.5,2018,306.25,370,283.48,318.5,306.25,370,283.48
Connecticut,2,Other,452,2018,499,460,481.5,452,499,460,481.5
Oklahoma,3,Fraud,361.975,2019,400,394.99,400,361.975,400,394.99,400
Puerto Rico,1,Fraud,505.5,2021,402.995,500,450.995,505.5,402.995,500,450.995
